,f0,f1,t0,t1,dB0,dB1,dist,utime,ufreq
931,418,392,24.86857142857143,26.981587301587304,15.0,9.0,95,2.0,26
932,418,590,24.86857142857143,26.79582766439909,15.0,17.0,191,2.0,172
933,418,467,24.86857142857143,26.981587301587304,15.0,6.0,103,2.0,49
934,418,618,24.86857142857143,26.865487528344673,15.0,21.0,218,2.0,200
935,418,618,24.86857142857143,27.28344671201814,15.0,7.0,225,2.0,200
936,582,223,25.147210884353747,26.354648526077103,25.0,23.0,363,1.0,359
937,582,392,25.147210884353747,26.981587301587304,25.0,9.0,206,2.0,190
938,582,590,25.147210884353747,26.79582766439909,25.0,17.0,71,2.0,8
939,582,467,25.147210884353747,26.981587301587304,25.0,6.0,140,2.0,115
940,582,618,25.147210884353747,26.865487528344673,25.0,21.0,82,2.0,36
941,582,618,25.147210884353747,27.28344671201814,25.0,7.0,99,2.0,36
942,590,217,26.79582766439909,28.955283446712023,17.0,23.0,384,2.0,373
943,590,209,26.79582766439909,29.442902494331065,17.0,22.0,398,3.0,381
944,590,595,26.79582766439909,28.699863945578237,17.0,26.0,82,2.0,5
945,590,596,26.79582766439909,29.23392290249433,17.0,30.0,105,2.0,6
946,590,617,26.79582766439909,28.72308390022676,17.0,20.0,87,2.0,27
947,590,626,26.79582766439909,29.23392290249433,17.0,26.0,111,2.0,36
948,590,833,26.79582766439909,28.699863945578237,17.0,4.0,256,2.0,243
949,590,870,26.79582766439909,29.257142857142853,17.0,9.0,299,2.0,280
950,467,60,26.981587301587304,28.932063492063488,6.0,24.0,416,2.0,407
951,467,36,26.981587301587304,29.53578231292517,6.0,28.0,445,3.0,431
952,467,217,26.981587301587304,28.955283446712023,6.0,23.0,264,2.0,250
953,467,209,26.981587301587304,29.442902494331065,6.0,22.0,279,2.0,258
954,467,595,26.981587301587304,28.699863945578237,6.0,26.0,148,2.0,128
955,467,596,26.981587301587304,29.23392290249433,6.0,30.0,161,2.0,129
956,467,617,26.981587301587304,28.72308390022676,6.0,20.0,168,2.0,150
957,467,626,26.981587301587304,29.23392290249433,6.0,26.0,186,2.0,159
958,467,833,26.981587301587304,28.699863945578237,6.0,4.0,373,2.0,366
959,467,870,26.981587301587304,29.257142857142853,6.0,9.0,415,2.0,403
960,595,232,28.699863945578237,30.00018140589569,26.0,17.0,367,1.0,363
961,595,614,28.699863945578237,30.78965986394558,26.0,20.0,92,2.0,19
962,595,613,28.699863945578237,31.579138321995462,26.0,23.0,125,3.0,18
963,595,656,28.699863945578237,30.81287981859411,26.0,18.0,110,2.0,61
964,595,656,28.699863945578237,31.579138321995462,26.0,20.0,138,3.0,61
965,596,217,29.23392290249433,31.97387755102041,30.0,23.0,397,3.0,379
966,596,212,29.23392290249433,32.13641723356009,30.0,29.0,404,3.0,384
967,596,614,29.23392290249433,30.78965986394558,30.0,20.0,69,2.0,18
968,596,613,29.23392290249433,31.579138321995462,30.0,23.0,102,2.0,17
969,596,477,29.23392290249433,32.13641723356009,30.0,27.0,173,3.0,119
970,596,656,29.23392290249433,30.81287981859411,30.0,18.0,91,2.0,60
971,596,656,29.23392290249433,31.579138321995462,30.0,20.0,117,2.0,60
972,614,217,30.78965986394558,31.97387755102041,20.0,23.0,400,1.0,397
973,614,212,30.78965986394558,32.13641723356009,20.0,29.0,406,1.0,402
974,614,209,30.78965986394558,33.01877551020408,20.0,19.0,416,2.0,405
975,614,477,30.78965986394558,32.13641723356009,20.0,27.0,149,1.0,137
976,614,494,30.78965986394558,33.18131519274377,20.0,15.0,158,2.0,120
977,614,615,30.78965986394558,32.554376417233556,20.0,9.0,76,2.0,1
978,614,656,30.78965986394558,33.18131519274377,20.0,17.0,111,2.0,42
979,613,209,31.579138321995462,33.01877551020408,23.0,19.0,409,1.0,404
980,613,494,31.579138321995462,33.18131519274377,23.0,15.0,138,2.0,119
